,Country/Region,Province/State,Admin2,Combined_Key,Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Active
33528,US,Iowa,Monroe,"Monroe, Iowa, US",3/29/2020 23:08,41.02988815,-92.8690667,0,0,0,0
33529,US,Kentucky,Monroe,"Monroe, Kentucky, US",3/29/2020 23:08,36.71225341,-85.71596443,0,0,0,0
33530,US,Michigan,Monroe,"Monroe, Michigan, US",3/29/2020 23:08,41.92734151,-83.53749864,38,0,0,0
33531,US,Mississippi,Monroe,"Monroe, Mississippi, US",3/29/2020 23:08,33.89236763,-88.4808438,5,0,0,0
33532,US,Missouri,Monroe,"Monroe, Missouri, US",3/29/2020 23:08,39.49593978,-92.00043978,0,0,0,0
33533,US,New York,Monroe,"Monroe, New York, US",3/29/2020 23:08,43.14638895,-77.69322942,219,5,0,0
33534,US,Ohio,Monroe,"Monroe, Ohio, US",3/29/2020 23:08,39.72984936,-81.08464734,0,0,0,0
33535,US,Pennsylvania,Monroe,"Monroe, Pennsylvania, US",3/29/2020 23:08,41.05934058,-75.34031025,135,3,0,0
33536,US,Tennessee,Monroe,"Monroe, Tennessee, US",3/29/2020 23:08,35.44550387,-84.24902965,3,0,0,0
33537,US,West Virginia,Monroe,"Monroe, West Virginia, US",3/29/2020 23:08,37.56274716,-80.54577965,0,0,0,0
33538,US,Wisconsin,Monroe,"Monroe, Wisconsin, US",3/29/2020 23:08,43.94641218,-90.618819,1,0,0,0
33539,US,Texas,Montague,"Montague, Texas, US",3/29/2020 23:08,33.67521893,-97.72500958,1,0,0,0
33540,US,Michigan,Montcalm,"Montcalm, Michigan, US",3/29/2020 23:08,43.31082541,-85.15252824,3,0,0,0
33541,US,California,Monterey,"Monterey, California, US",3/29/2020 23:08,36.21862405,-121.2413397,36,1,0,0
33542,US,Colorado,Montezuma,"Montezuma, Colorado, US",3/29/2020 23:08,37.33859579,-108.5958857,1,0,0,0
33543,US,Alabama,Montgomery,"Montgomery, Alabama, US",3/29/2020 23:08,32.2206831,-86.20969272,21,0,0,0
33544,US,Arkansas,Montgomery,"Montgomery, Arkansas, US",3/29/2020 23:08,34.53704874,-93.65824478,0,0,0,0
33545,US,Georgia,Montgomery,"Montgomery, Georgia, US",3/29/2020 23:08,32.17201038,-82.53527476,0,0,0,0
33546,US,Illinois,Montgomery,"Montgomery, Illinois, US",3/29/2020 23:08,39.23198845,-89.47809254,1,0,0,0
33547,US,Indiana,Montgomery,"Montgomery, Indiana, US",3/29/2020 23:08,40.04034823,-86.89335024,5,0,0,0
33548,US,Iowa,Montgomery,"Montgomery, Iowa, US",3/29/2020 23:08,41.03018714,-95.15642896,1,0,0,0
33549,US,Kansas,Montgomery,"Montgomery, Kansas, US",3/29/2020 23:08,37.19236568,-95.74329258,3,0,0,0
33550,US,Kentucky,Montgomery,"Montgomery, Kentucky, US",3/29/2020 23:08,38.03253032,-83.9145241,2,0,0,0
33551,US,Maryland,Montgomery,"Montgomery, Maryland, US",3/29/2020 23:08,39.13676329,-77.20358245,301,1,0,0
33552,US,Mississippi,Montgomery,"Montgomery, Mississippi, US",3/29/2020 23:08,33.49419589,-89.61729103,6,0,0,0
33553,US,Missouri,Montgomery,"Montgomery, Missouri, US",3/29/2020 23:08,38.94022054,-91.47000721,3,0,0,0
33554,US,New York,Montgomery,"Montgomery, New York, US",3/29/2020 23:08,42.90123494,-74.44011632,6,0,0,0
33555,US,North Carolina,Montgomery,"Montgomery, North Carolina, US",3/29/2020 23:08,35.33155144,-79.90416657,3,0,0,0
33556,US,Ohio,Montgomery,"Montgomery, Ohio, US",3/29/2020 23:08,39.75394919,-84.29050975,25,0,0,0
33557,US,Pennsylvania,Montgomery,"Montgomery, Pennsylvania, US",3/29/2020 23:08,40.21053671,-75.36652296,488,5,0,0
33558,US,Tennessee,Montgomery,"Montgomery, Tennessee, US",3/29/2020 23:08,36.49609412,-87.38550661,13,0,0,0
33559,US,Texas,Montgomery,"Montgomery, Texas, US",3/29/2020 23:08,30.30079133,-95.50572772,65,0,0,0
33560,US,Virginia,Montgomery,"Montgomery, Virginia, US",3/29/2020 23:08,37.17746986,-80.37868691,1,0,0,0
33561,US,Michigan,Montmorency,"Montmorency, Michigan, US",3/29/2020 23:08,45.0275929,-84.12696227,0,0,0,0
33562,US,Pennsylvania,Montour,"Montour, Pennsylvania, US",3/29/2020 23:08,41.03023987,-76.66345939,4,0,0,0
33563,US,Colorado,Montrose,"Montrose, Colorado, US",3/29/2020 23:08,38.40214114,-108.2639022,8,0,0,0
33564,US,South Dakota,Moody,"Moody, South Dakota, US",3/29/2020 23:08,44.02266214,-96.67081159,0,0,0,0
33565,US,North Carolina,Moore,"Moore, North Carolina, US",3/29/2020 23:08,35.30885257,-79.48474178,7,0,0,0
33566,US,Tennessee,Moore,"Moore, Tennessee, US",3/29/2020 23:08,35.27724699,-86.36230578,0,0,0,0
33567,US,Texas,Moore,"Moore, Texas, US",3/29/2020 23:08,35.83769242,-101.8930281,0,0,0,0
33568,US,New Mexico,Mora,"Mora, New Mexico, US",3/29/2020 23:08,36.01095101,-104.9497716,0,0,0,0
33569,US,Louisiana,Morehouse,"Morehouse, Louisiana, US",3/29/2020 23:08,32.81686191,-91.80421614,2,0,0,0
33570,US,Alabama,Morgan,"Morgan, Alabama, US",3/29/2020 23:08,34.45500589,-86.85475946,17,0,0,0
33571,US,Colorado,Morgan,"Morgan, Colorado, US",3/29/2020 23:08,40.2627981,-103.8093302,5,0,0,0
33572,US,Georgia,Morgan,"Morgan, Georgia, US",3/29/2020 23:08,33.59232073,-83.49129491,1,0,0,0
33573,US,Illinois,Morgan,"Morgan, Illinois, US",3/29/2020 23:08,39.71654544,-90.20255104,3,0,0,0
33574,US,Indiana,Morgan,"Morgan, Indiana, US",3/29/2020 23:08,39.47899078,-86.44573375,20,1,0,0
33575,US,Kentucky,Morgan,"Morgan, Kentucky, US",3/29/2020 23:08,37.92465657,-83.25558245,0,0,0,0
33576,US,Missouri,Morgan,"Morgan, Missouri, US",3/29/2020 23:08,38.4181765,-92.88791859,0,0,0,0
33577,US,Ohio,Morgan,"Morgan, Ohio, US",3/29/2020 23:08,39.62081738,-81.85308173,0,0,0,0
33578,US,Tennessee,Morgan,"Morgan, Tennessee, US",3/29/2020 23:08,36.13248031,-84.64880098,1,0,0,0
33579,US,Utah,Morgan,"Morgan, Utah, US",3/29/2020 23:08,41.08830262,-111.5727723,0,0,0,0
33580,US,West Virginia,Morgan,"Morgan, West Virginia, US",3/29/2020 23:08,39.55439028,-78.26311676,0,0,0,0
33581,US,Nebraska,Morrill,"Morrill, Nebraska, US",3/29/2020 23:08,41.71711774,-103.0061405,0,0,0,0
33582,US,Kansas,Morris,"Morris, Kansas, US",3/29/2020 23:08,38.68827511,-96.65128437,2,0,0,0
33583,US,New Jersey,Morris,"Morris, New Jersey, US",3/29/2020 23:08,40.86095313,-74.5455371,566,8,0,0
33584,US,Texas,Morris,"Morris, Texas, US",3/29/2020 23:08,33.11304005,-94.73255695,1,0,0,0
33585,US,Minnesota,Morrison,"Morrison, Minnesota, US",3/29/2020 23:08,46.01265363,-94.27341528,0,0,0,0
33586,US,Ohio,Morrow,"Morrow, Ohio, US",3/29/2020 23:08,40.5236356,-82.7892599,0,0,0,0
33587,US,Oregon,Morrow,"Morrow, Oregon, US",3/29/2020 23:08,45.41846568,-119.584546,1,0,0,0
33588,US,Kansas,Morton,"Morton, Kansas, US",3/29/2020 23:08,37.19141121,-101.7992519,0,0,0,0
33589,US,North Dakota,Morton,"Morton, North Dakota, US",3/29/2020 23:08,46.71681782,-101.2822377,14,0,0,0
33590,US,Texas,Motley,"Motley, Texas, US",3/29/2020 23:08,34.07408766,-100.779722,0,0,0,0
33591,US,Illinois,Moultrie,"Moultrie, Illinois, US",3/29/2020 23:08,39.64187451,-88.62099969,0,0,0,0
33592,US,North Dakota,Mountrail,"Mountrail, North Dakota, US",3/29/2020 23:08,48.20197971,-102.3555315,2,0,0,0
33593,US,Minnesota,Mower,"Mower, Minnesota, US",3/29/2020 23:08,43.67142874,-92.75234549,11,0,0,0
33594,US,Kentucky,Muhlenberg,"Muhlenberg, Kentucky, US",3/29/2020 23:08,37.21425819,-87.14632053,4,0,0,0
33595,US,Oregon,Multnomah,"Multnomah, Oregon, US",3/29/2020 23:08,45.54747959,-122.4169351,91,2,0,0
33596,US,Georgia,Murray,"Murray, Georgia, US",3/29/2020 23:08,34.78897608,-84.74993177,3,0,0,0
33597,US,Minnesota,Murray,"Murray, Minnesota, US",3/29/2020 23:08,44.02216709,-95.76328482,0,0,0,0
33598,US,Oklahoma,Murray,"Murray, Oklahoma, US",3/29/2020 23:08,34.48116015,-97.06826283,0,0,0,0
33599,US,Iowa,Muscatine,"Muscatine, Iowa, US",3/29/2020 23:08,41.48370744,-91.1121697,10,0,0,0
33600,US,Georgia,Muscogee,"Muscogee, Georgia, US",3/29/2020 23:08,32.50931999,-84.87142262,8,0,0,0
33601,US,Michigan,Muskegon,"Muskegon, Michigan, US",3/29/2020 23:08,43.29123859,-86.15176712,13,2,0,0
33602,US,Ohio,Muskingum,"Muskingum, Ohio, US",3/29/2020 23:08,39.96575964,-81.94363275,2,0,0,0
33603,US,Oklahoma,Muskogee,"Muskogee, Oklahoma, US",3/29/2020 23:08,35.61318461,-95.37802952,7,0,0,0
33604,US,Montana,Musselshell,"Musselshell, Montana, US",3/29/2020 23:08,46.49684637,-108.39498,0,0,0,0
33605,US,Texas,Nacogdoches,"Nacogdoches, Texas, US",3/29/2020 23:08,31.62017125,-94.61803994,2,0,0,0
33606,US,Nebraska,Nance,"Nance, Nebraska, US",3/29/2020 23:08,41.39750195,-97.99327291,0,0,0,0
33607,US,Massachusetts,Nantucket,"Nantucket, Massachusetts, US",3/29/2020 23:08,41.2942019,-70.08774729,0,0,0,0
33608,US,California,Napa,"Napa, California, US",3/29/2020 23:08,38.50735751,-122.332839,10,0,0,0
33609,US,North Carolina,Nash,"Nash, North Carolina, US",3/29/2020 23:08,35.96575634,-77.98422508,4,0,0,0
33610,US,Florida,Nassau,"Nassau, Florida, US",3/29/2020 23:08,30.61037141,-81.80297522,7,0,0,0
33611,US,New York,Nassau,"Nassau, New York, US",3/29/2020 23:08,40.74066522,-73.58941873,6445,39,0,0
33612,US,Louisiana,Natchitoches,"Natchitoches, Louisiana, US",3/29/2020 23:08,31.72321584,-93.09816516,2,0,0,0
33613,US,Wyoming,Natrona,"Natrona, Wyoming, US",3/29/2020 23:08,42.96180148,-106.797885,8,0,0,0
33614,US,Arizona,Navajo,"Navajo, Arizona, US",3/29/2020 23:08,35.3997715,-110.3218983,62,0,0,0
33615,US,Texas,Navarro,"Navarro, Texas, US",3/29/2020 23:08,32.04620681,-96.47428766,1,0,0,0
33616,US,Kentucky,Nelson,"Nelson, Kentucky, US",3/29/2020 23:08,37.80335779,-85.4657193,2,0,0,0
33617,US,North Dakota,Nelson,"Nelson, North Dakota, US",3/29/2020 23:08,47.9226426,-98.19038437,0,0,0,0
33618,US,Virginia,Nelson,"Nelson, Virginia, US",3/29/2020 23:08,37.78790447,-78.88498513,2,0,0,0
33619,US,Kansas,Nemaha,"Nemaha, Kansas, US",3/29/2020 23:08,39.78345387,-96.01392079,0,0,0,0
33620,US,Nebraska,Nemaha,"Nemaha, Nebraska, US",3/29/2020 23:08,40.38514847,-95.85433992,1,0,0,0
33621,US,Kansas,Neosho,"Neosho, Kansas, US",3/29/2020 23:08,37.55862897,-95.30670046,1,0,0,0
33622,US,Mississippi,Neshoba,"Neshoba, Mississippi, US",3/29/2020 23:08,32.75339664,-89.11726492,4,0,0,0
33623,US,Kansas,Ness,"Ness, Kansas, US",3/29/2020 23:08,38.47974157,-99.91547333,0,0,0,0
33624,US,Arkansas,Nevada,"Nevada, Arkansas, US",3/29/2020 23:08,33.66340119,-93.30632432,1,0,0,0
33625,US,California,Nevada,"Nevada, California, US",3/29/2020 23:08,39.30394768,-120.7627281,12,0,0,0
33626,US,Delaware,New Castle,"New Castle, Delaware, US",3/29/2020 23:08,39.57992638,-75.64054974,141,2,0,0
33627,US,North Carolina,New Hanover,"New Hanover, North Carolina, US",3/29/2020 23:08,34.25758282,-77.87075626,25,0,0,0
33628,US,Connecticut,New Haven,"New Haven, Connecticut, US",3/29/2020 23:08,41.4080325,-72.93620426,280,6,0,0
33629,US,Virginia,New Kent,"New Kent, Virginia, US",3/29/2020 23:08,37.50694406,-76.99828634,1,0,0,0
33630,US,Connecticut,New London,"New London, Connecticut, US",3/29/2020 23:08,41.48896435,-72.10430976,20,0,0,0
33631,US,Missouri,New Madrid,"New Madrid, Missouri, US",3/29/2020 23:08,36.59666326,-89.66070007,0,0,0,0
33632,US,New York,New York City,"New York City, New York, US",3/29/2020 23:08,40.7672726,-73.97152637,33768,678,0,0
33633,US,Michigan,Newaygo,"Newaygo, Michigan, US",3/29/2020 23:08,43.554374,-85.80070107,1,0,0,0
33634,US,South Carolina,Newberry,"Newberry, South Carolina, US",3/29/2020 23:08,34.28629098,-81.59935761,2,0,0,0
33635,US,Rhode Island,Newport,"Newport, Rhode Island, US",3/29/2020 23:08,41.5642026,-71.26569799,19,0,0,0
33636,US,Virginia,Newport News,"Newport News, Virginia, US",3/29/2020 23:08,37.08166899,-76.51754109,17,1,0,0
33637,US,Arkansas,Newton,"Newton, Arkansas, US",3/29/2020 23:08,35.91947491,-93.21612969,0,0,0,0
33638,US,Georgia,Newton,"Newton, Georgia, US",3/29/2020 23:08,33.55514538,-83.8454714,17,0,0,0
33639,US,Indiana,Newton,"Newton, Indiana, US",3/29/2020 23:08,40.95610449,-87.39635768,1,0,0,0
33640,US,Mississippi,Newton,"Newton, Mississippi, US",3/29/2020 23:08,32.40021118,-89.11843336,1,0,0,0
33641,US,Missouri,Newton,"Newton, Missouri, US",3/29/2020 23:08,36.90519407,-94.3394104,4,0,0,0
33642,US,Texas,Newton,"Newton, Texas, US",3/29/2020 23:08,30.78548982,-93.74408813,0,0,0,0
33643,US,Idaho,Nez Perce,"Nez Perce, Idaho, US",3/29/2020 23:08,46.32638236,-116.7500975,4,1,0,0
33644,US,New York,Niagara,"Niagara, New York, US",3/29/2020 23:08,43.19898042,-78.74777412,38,0,0,0
33645,US,Kentucky,Nicholas,"Nicholas, Kentucky, US",3/29/2020 23:08,38.33342292,-84.01889177,1,0,0,0
33646,US,West Virginia,Nicholas,"Nicholas, West Virginia, US",3/29/2020 23:08,38.29617706,-80.79759588,0,0,0,0
33647,US,Minnesota,Nicollet,"Nicollet, Minnesota, US",3/29/2020 23:08,44.35291112,-94.24710352,3,0,0,0
33648,US,Wyoming,Niobrara,"Niobrara, Wyoming, US",3/29/2020 23:08,43.05607708,-104.4758896,0,0,0,0
33649,US,Indiana,Noble,"Noble, Indiana, US",3/29/2020 23:08,41.39672484,-85.41966713,2,0,0,0
33650,US,Ohio,Noble,"Noble, Ohio, US",3/29/2020 23:08,39.76818851,-81.45937183,0,0,0,0
33651,US,Oklahoma,Noble,"Noble, Oklahoma, US",3/29/2020 23:08,36.38953329,-97.22928674,3,0,0,0
33652,US,Minnesota,Nobles,"Nobles, Minnesota, US",3/29/2020 23:08,43.67434621,-95.75329576,0,0,0,0
33653,US,Missouri,Nodaway,"Nodaway, Missouri, US",3/29/2020 23:08,40.36079813,-94.88133008,0,0,0,0
33654,US,Texas,Nolan,"Nolan, Texas, US",3/29/2020 23:08,32.30365282,-100.4060208,0,0,0,0
33655,US,Alaska,Nome,"Nome, Alaska, US",3/29/2020 23:08,64.90320724,-164.0353804,0,0,0,0
33656,US,Massachusetts,Norfolk,"Norfolk, Massachusetts, US",3/29/2020 23:08,42.16073095,-71.20530408,548,9,0,0
33657,US,Virginia,Norfolk,"Norfolk, Virginia, US",3/29/2020 23:08,36.89934014,-76.26420872,14,0,0,0
33658,US,Minnesota,Norman,"Norman, Minnesota, US",3/29/2020 23:08,47.32628443,-96.45620947,0,0,0,0
33659,US,Alaska,North Slope,"North Slope, Alaska, US",3/29/2020 23:08,69.31479216,-153.4836093,0,0,0,0
33660,US,North Carolina,Northampton,"Northampton, North Carolina, US",3/29/2020 23:08,36.41736238,-77.39769443,25,0,0,0
33661,US,Pennsylvania,Northampton,"Northampton, Pennsylvania, US",3/29/2020 23:08,40.75182733,-75.30471829,126,4,0,0
33662,US,Virginia,Northampton,"Northampton, Virginia, US",3/29/2020 23:08,37.34062933,-75.87751591,1,0,0,0
33663,US,Pennsylvania,Northumberland,"Northumberland, Pennsylvania, US",3/29/2020 23:08,40.84785433,-76.70798222,1,0,0,0
33664,US,Virginia,Northumberland,"Northumberland, Virginia, US",3/29/2020 23:08,37.89202088,-76.41949732,2,0,0,0
33665,US,Alaska,Northwest Arctic,"Northwest Arctic, Alaska, US",3/29/2020 23:08,67.04919196,-159.7503946,0,0,0,0
33666,US,Kansas,Norton,"Norton, Kansas, US",3/29/2020 23:08,39.78443827,-99.90286639,0,0,0,0
33667,US,Virginia,Norton,"Norton, Virginia, US",3/29/2020 23:08,36.93357076,-82.62750411,0,0,0,0
33668,US,Virginia,Nottoway,"Nottoway, Virginia, US",3/29/2020 23:08,37.1435975,-78.05065922,1,0,0,0
33669,US,Oklahoma,Nowata,"Nowata, Oklahoma, US",3/29/2020 23:08,36.79843529,-95.61902331,3,0,0,0
33670,US,Mississippi,Noxubee,"Noxubee, Mississippi, US",3/29/2020 23:08,33.11009499,-88.56949061,2,0,0,0
33671,US,Nebraska,Nuckolls,"Nuckolls, Nebraska, US",3/29/2020 23:08,40.17637905,-98.04743961,0,0,0,0
33672,US,Texas,Nueces,"Nueces, Texas, US",3/29/2020 23:08,27.736286,-97.5433285,22,0,0,0
33673,US,Nevada,Nye,"Nye, Nevada, US",3/29/2020 23:08,38.04264256,-116.4722702,1,0,0,0
33674,US,Iowa,O'Brien,"O'Brien, Iowa, US",3/29/2020 23:08,43.08310673,-95.62474482,0,0,0,0
33675,US,Michigan,Oakland,"Oakland, Michigan, US",3/29/2020 23:08,42.66090111,-83.38595416,1170,34,0,0
33676,US,Tennessee,Obion,"Obion, Tennessee, US",3/29/2020 23:08,36.35732446,-89.14921589,1,0,0,0
33677,US,New Jersey,Ocean,"Ocean, New Jersey, US",3/29/2020 23:08,39.8895449,-74.28089251,759,6,0,0
33678,US,Michigan,Oceana,"Oceana, Michigan, US",3/29/2020 23:08,43.64124435,-86.26726673,2,0,0,0
33679,US,Texas,Ochiltree,"Ochiltree, Texas, US",3/29/2020 23:08,36.27829105,-100.8158184,0,0,0,0
33680,US,Georgia,Oconee,"Oconee, Georgia, US",3/29/2020 23:08,33.83749973,-83.43679568,11,0,0,0
33681,US,South Carolina,Oconee,"Oconee, South Carolina, US",3/29/2020 23:08,34.75225169,-83.06742317,4,0,0,0
33682,US,Wisconsin,Oconto,"Oconto, Wisconsin, US",3/29/2020 23:08,45.02715345,-88.26807503,0,0,0,0
33683,US,Michigan,Ogemaw,"Ogemaw, Michigan, US",3/29/2020 23:08,44.33481032,-84.12725175,1,0,0,0
33684,US,South Dakota,Oglala Lakota,"Oglala Lakota, South Dakota, US",3/29/2020 23:08,43.33749164,-102.5555498,0,0,0,0
33685,US,Illinois,Ogle,"Ogle, Illinois, US",3/29/2020 23:08,42.04165196,-89.32184679,0,0,0,0
33686,US,Georgia,Oglethorpe,"Oglethorpe, Georgia, US",3/29/2020 23:08,33.8786296,-83.08278123,0,0,0,0
33687,US,Indiana,Ohio,"Ohio, Indiana, US",3/29/2020 23:08,38.955305,-84.96515993,1,0,0,0
33688,US,Kentucky,Ohio,"Ohio, Kentucky, US",3/29/2020 23:08,37.47751843,-86.85368087,0,0,0,0
33689,US,West Virginia,Ohio,"Ohio, West Virginia, US",3/29/2020 23:08,40.0955451,-80.62203992,6,0,0,0
33690,US,Florida,Okaloosa,"Okaloosa, Florida, US",3/29/2020 23:08,30.69143028,-86.59267105,31,0,0,0
33691,US,Washington,Okanogan,"Okanogan, Washington, US",3/29/2020 23:08,48.54855019,-119.7387224,3,0,0,0
33692,US,Florida,Okeechobee,"Okeechobee, Florida, US",3/29/2020 23:08,27.3863362,-80.88944347,0,0,0,0
33693,US,Oklahoma,Okfuskee,"Okfuskee, Oklahoma, US",3/29/2020 23:08,35.46485198,-96.32639984,0,0,0,0
33694,US,Oklahoma,Oklahoma,"Oklahoma, Oklahoma, US",3/29/2020 23:08,35.55140095,-97.40716948,120,4,0,0
33695,US,Oklahoma,Okmulgee,"Okmulgee, Oklahoma, US",3/29/2020 23:08,35.64661916,-95.96432828,3,0,0,0
33696,US,Mississippi,Oktibbeha,"Oktibbeha, Mississippi, US",3/29/2020 23:08,33.42491685,-88.87905132,15,0,0,0
33697,US,Kentucky,Oldham,"Oldham, Kentucky, US",3/29/2020 23:08,38.39791089,-85.448222,3,0,0,0
33698,US,Texas,Oldham,"Oldham, Texas, US",3/29/2020 23:08,35.40425596,-102.6027606,2,1,0,0
33699,US,North Dakota,Oliver,"Oliver, North Dakota, US",3/29/2020 23:08,47.11530482,-101.3406158,0,0,0,0
33700,US,Minnesota,Olmsted,"Olmsted, Minnesota, US",3/29/2020 23:08,44.00374114,-92.40209944,47,0,0,0
33701,US,Idaho,Oneida,"Oneida, Idaho, US",3/29/2020 23:08,42.1949428,-112.5407838,0,0,0,0
33702,US,New York,Oneida,"Oneida, New York, US",3/29/2020 23:08,43.24375382,-75.43710392,26,0,0,0
33703,US,Wisconsin,Oneida,"Oneida, Wisconsin, US",3/29/2020 23:08,45.70677897,-89.51944105,1,0,0,0
33704,US,New York,Onondaga,"Onondaga, New York, US",3/29/2020 23:08,43.00491923,-76.19971155,194,1,0,0
33705,US,North Carolina,Onslow,"Onslow, North Carolina, US",3/29/2020 23:08,34.72607366,-77.42908179,4,0,0,0
33706,US,New York,Ontario,"Ontario, New York, US",3/29/2020 23:08,42.85145728,-77.30874425,18,0,0,0
33707,US,Michigan,Ontonagon,"Ontonagon, Michigan, US",3/29/2020 23:08,46.6652262,-89.31390481,0,0,0,0
33708,US,California,Orange,"Orange, California, US",3/29/2020 23:08,33.70147516,-117.7645998,431,4,0,0
33709,US,Florida,Orange,"Orange, Florida, US",3/29/2020 23:08,28.51367621,-81.31799498,246,4,0,0
33710,US,Indiana,Orange,"Orange, Indiana, US",3/29/2020 23:08,38.5411892,-86.49523093,1,0,0,0
33711,US,New York,Orange,"Orange, New York, US",3/29/2020 23:08,41.40337468,-74.30240757,1247,5,0,0
33712,US,North Carolina,Orange,"Orange, North Carolina, US",3/29/2020 23:08,36.06092947,-79.12167935,29,0,0,0
33713,US,Texas,Orange,"Orange, Texas, US",3/29/2020 23:08,30.11879481,-93.89412775,1,0,0,0
33714,US,Vermont,Orange,"Orange, Vermont, US",3/29/2020 23:08,44.00470222,-72.37640104,3,0,0,0
33715,US,Virginia,Orange,"Orange, Virginia, US",3/29/2020 23:08,38.24530219,-78.015604,1,0,0,0
33716,US,South Carolina,Orangeburg,"Orangeburg, South Carolina, US",3/29/2020 23:08,33.4391073,-80.79886287,16,0,0,0
33717,US,Missouri,Oregon,"Oregon, Missouri, US",3/29/2020 23:08,36.68710164,-91.4033755,0,0,0,0
33718,US,Louisiana,Orleans,"Orleans, Louisiana, US",3/29/2020 23:08,30.06971951,-89.92660315,1350,73,0,0
33719,US,New York,Orleans,"Orleans, New York, US",3/29/2020 23:08,43.2516977,-78.2320066,3,0,0,0
33720,US,Vermont,Orleans,"Orleans, Vermont, US",3/29/2020 23:08,44.82964024,-72.24562697,5,0,0,0
33721,US,Kansas,Osage,"Osage, Kansas, US",3/29/2020 23:08,38.65235984,-95.72707998,1,0,0,0
33722,US,Missouri,Osage,"Osage, Missouri, US",3/29/2020 23:08,38.46036182,-91.8613635,0,0,0,0
33723,US,Oklahoma,Osage,"Osage, Oklahoma, US",3/29/2020 23:08,36.62888819,-96.39635704,10,0,0,0
33724,US,Kansas,Osborne,"Osborne, Kansas, US",3/29/2020 23:08,39.3503437,-98.76753828,0,0,0,0
33725,US,Florida,Osceola,"Osceola, Florida, US",3/29/2020 23:08,28.06312234,-81.14882926,83,0,0,0
33726,US,Iowa,Osceola,"Osceola, Iowa, US",3/29/2020 23:08,43.37824276,-95.62422844,0,0,0,0
33727,US,Michigan,Osceola,"Osceola, Michigan, US",3/29/2020 23:08,43.98992088,-85.32566756,2,0,0,0
33728,US,Michigan,Oscoda,"Oscoda, Michigan, US",3/29/2020 23:08,44.68192279,-84.12939244,0,0,0,0
33729,US,New York,Oswego,"Oswego, New York, US",3/29/2020 23:08,43.42778894,-76.14635194,10,0,0,0
33730,US,Colorado,Otero,"Otero, Colorado, US",3/29/2020 23:08,37.9014485,-103.7173385,3,0,0,0
33731,US,New Mexico,Otero,"Otero, New Mexico, US",3/29/2020 23:08,32.61348406,-105.7417604,0,0,0,0
33732,US,Nebraska,Otoe,"Otoe, Nebraska, US",3/29/2020 23:08,40.64843556,-96.13374142,0,0,0,0
33733,US,Michigan,Otsego,"Otsego, Michigan, US",3/29/2020 23:08,45.02085831,-84.59898295,17,0,0,0
33734,US,New York,Otsego,"Otsego, New York, US",3/29/2020 23:08,42.63492579,-75.03151402,10,1,0,0
33735,US,Kansas,Ottawa,"Ottawa, Kansas, US",3/29/2020 23:08,39.13237408,-97.65020313,1,0,0,0
33736,US,Michigan,Ottawa,"Ottawa, Michigan, US",3/29/2020 23:08,42.95996803,-85.9969107,25,0,0,0
33737,US,Ohio,Ottawa,"Ottawa, Ohio, US",3/29/2020 23:08,41.53781826,-83.0940185,1,0,0,0
33738,US,Oklahoma,Ottawa,"Ottawa, Oklahoma, US",3/29/2020 23:08,36.83532655,-94.81011909,4,0,0,0
33739,US,Minnesota,Otter Tail,"Otter Tail, Minnesota, US",3/29/2020 23:08,46.40846929,-95.70835255,1,0,0,0
33740,US,Arkansas,Ouachita,"Ouachita, Arkansas, US",3/29/2020 23:08,33.58839816,-92.87795984,0,0,0,0
33741,US,Louisiana,Ouachita,"Ouachita, Louisiana, US",3/29/2020 23:08,32.47645559,-92.15704172,41,1,0,0
33742,US,Colorado,Ouray,"Ouray, Colorado, US",3/29/2020 23:08,38.14717457,-107.7675136,0,0,0,0
33743,US,Michigan,Out of MI,"Out of MI,Michigan,US",3/29/2020 23:08,0,0,18,0,0,0
33744,US,Tennessee,Out of TN,"Out of TN,Tennessee,US",3/29/2020 23:08,0,0,150,0,0,0
33745,US,Utah,Out of UT,"Out of UT,Utah,US",3/29/2020 23:08,0,0,14,0,0,0
33746,US,Wisconsin,Outagamie,"Outagamie, Wisconsin, US",3/29/2020 23:08,44.41578887,-88.46565023,6,0,0,0
33747,US,Tennessee,Overton,"Overton, Tennessee, US",3/29/2020 23:08,36.34117832,-85.28989535,2,0,0,0
33748,US,Indiana,Owen,"Owen, Indiana, US",3/29/2020 23:08,39.31145587,-86.83900724,9,0,0,0
33749,US,Kentucky,Owen,"Owen, Kentucky, US",3/29/2020 23:08,38.51679143,-84.82404619,0,0,0,0
33750,US,Kentucky,Owsley,"Owsley, Kentucky, US",3/29/2020 23:08,37.42823949,-83.68811419,0,0,0,0
33751,US,Idaho,Owyhee,"Owyhee, Idaho, US",3/29/2020 23:08,42.58016894,-116.1693871,1,0,0,0
33752,US,Maine,Oxford,"Oxford, Maine, US",3/29/2020 23:08,44.49952995,-70.75682123,9,0,0,0
33753,US,Missouri,Ozark,"Ozark, Missouri, US",3/29/2020 23:08,36.64916339,-92.44459066,0,0,0,0
33754,US,Wisconsin,Ozaukee,"Ozaukee, Wisconsin, US",3/29/2020 23:08,43.38352225,-87.94625009,34,3,0,0
33755,US,Washington,Pacific,"Pacific, Washington, US",3/29/2020 23:08,46.55418369,-123.7285716,0,0,0,0
33756,US,Iowa,Page,"Page, Iowa, US",3/29/2020 23:08,40.7393172,-95.1497813,2,0,0,0
